task_id,wo_id,task_seq,discipline,description,task_status,planned_hours,actual_hours,origin_system
WOT-0000267,WO-000102,2,Electrical,Deal dark economic peace choose,Completed,15.11,12.51,GCP-BigQuery
WOT-0000268,WO-000102,3,Structural,Build bad what manage,Completed,27.3,30.89,GCP-BigQuery
WOT-0000269,WO-000103,1,Piping,Share must amount,In Progress,33.44,,GCP-BigQuery
WOT-0000270,WO-000103,2,Piping,He firm together thing off ever consumer,In Progress,27.35,,GCP-BigQuery
WOT-0000271,WO-000103,3,I&C,Exactly develop office approach son long must,In Progress,3.62,,GCP-BigQuery
WOT-0000272,WO-000104,1,Structural,Girl team simply lead build million firm,In Progress,20.36,,GCP-BigQuery
WOT-0000273,WO-000104,2,Mechanical,Activity decision ok,Completed,28.14,,GCP-BigQuery
WOT-0000274,WO-000104,3,Structural,Gun technology cost enjoy especially when,Completed,36.5,,GCP-BigQuery
WOT-0000275,WO-000105,1,Piping,Hand material decision red head take,In Progress,16.3,,GCP-BigQuery
WOT-0000276,WO-000105,2,Mechanical,Late number without rather sport,Completed,33.01,,GCP-BigQuery
WOT-0000277,WO-000105,3,I&C,Sound new task cultural son,In Progress,33.12,,GCP-BigQuery
WOT-0000278,WO-000106,1,Mechanical,List act instead care,Completed,23.63,19.5,GCP-BigQuery
WOT-0000279,WO-000107,1,Mechanical,Military result size feel no nothing huge real,Completed,20.95,25.65,GCP-BigQuery
WOT-0000280,WO-000107,2,Electrical,Democratic effect stuff benefit,Completed,34.46,47.75,GCP-BigQuery
WOT-0000281,WO-000107,3,Piping,Employee growth newspaper special general in,Completed,30.88,38.99,GCP-BigQuery
WOT-0000282,WO-000108,1,Mechanical,Test white current office power company,Completed,25.79,20.54,GCP-BigQuery
WOT-0000283,WO-000108,2,Structural,Great pull maintain say threat,Completed,4.23,5.75,GCP-BigQuery
WOT-0000284,WO-000108,3,Mechanical,Party less what than political up,Completed,30.27,44.16,GCP-BigQuery
WOT-0000285,WO-000108,4,I&C,Piece occur support author class direction,Completed,39.2,31.61,GCP-BigQuery
WOT-0000286,WO-000109,1,Mechanical,President report painting house thought sit,Completed,35.38,,GCP-BigQuery
WOT-0000287,WO-000109,2,Piping,Security minute late cold take by,Open,35.1,,GCP-BigQuery
WOT-0000288,WO-000109,3,I&C,Product wait red bag cold,Completed,6.44,,GCP-BigQuery
WOT-0000289,WO-000109,4,I&C,Believe view list approach,In Progress,8.61,,GCP-BigQuery
WOT-0000290,WO-000110,1,I&C,Model you billion peace base use,Completed,6.73,4.82,GCP-BigQuery
WOT-0000291,WO-000111,1,Structural,Finally easy exist phone capital stuff,Completed,35.31,50.49,GCP-BigQuery
WOT-0000292,WO-000111,2,Piping,Along ground trip,Completed,12.81,13.33,GCP-BigQuery
WOT-0000293,WO-000111,3,Electrical,Level that various nature career way much,Completed,19.23,13.54,GCP-BigQuery
WOT-0000294,WO-000111,4,Structural,Our piece player nor model police finally girl,Completed,31.61,35.5,GCP-BigQuery
WOT-0000295,WO-000112,1,Structural,Dinner become film include choose action model,In Progress,16.75,,GCP-BigQuery
WOT-0000296,WO-000112,2,Electrical,Gas light across two,Open,5.65,,GCP-BigQuery
WOT-0000297,WO-000112,3,Piping,Federal she something others someone nature country,In Progress,21.08,,GCP-BigQuery
WOT-0000298,WO-000112,4,Mechanical,Join economic resource position stock determine bad,Completed,22.71,,GCP-BigQuery
WOT-0000299,WO-000113,1,Electrical,Dream share travel space range expect sea speak,In Progress,3.05,,GCP-BigQuery
WOT-0000300,WO-000113,2,Mechanical,Could attention carry book lay laugh,In Progress,7.1,,GCP-BigQuery
WOT-0000301,WO-000113,3,I&C,Man fly charge wide against win example by,Open,32.71,,GCP-BigQuery
WOT-0000302,WO-000113,4,Structural,Road do character management game find,Completed,26.13,,GCP-BigQuery
WOT-0000303,WO-000114,1,Structural,Your less social form such weight argue,In Progress,7.87,,GCP-BigQuery
WOT-0000304,WO-000114,2,Structural,Author like court success stage stock,Completed,14.63,,GCP-BigQuery
WOT-0000305,WO-000115,1,I&C,Window research his window,Completed,10.6,9.86,GCP-BigQuery
WOT-0000306,WO-000115,2,Electrical,Scene almost leave side miss,Completed,7.19,5.32,GCP-BigQuery
WOT-0000307,WO-000116,1,Mechanical,List race fine follow pick,Completed,2.49,3.36,GCP-BigQuery
WOT-0000308,WO-000116,2,Mechanical,Seat near business,Completed,21.89,26.28,GCP-BigQuery
WOT-0000309,WO-000116,3,Structural,Police cup thought tell design both plan,Completed,15.59,21.6,GCP-BigQuery
WOT-0000310,WO-000116,4,Mechanical,Address some once how during why,Completed,9.29,6.75,GCP-BigQuery
WOT-0000311,WO-000117,1,I&C,Situation little other he become citizen before peace,Completed,5.16,4.01,GCP-BigQuery
WOT-0000312,WO-000118,1,Structural,Art green child movie blue maintain first next,Completed,20.68,18.47,GCP-BigQuery
WOT-0000313,WO-000118,2,Mechanical,South just cover ready group care,Completed,15.25,11.48,GCP-BigQuery
WOT-0000314,WO-000118,3,Piping,Magazine join far,Completed,6.43,7.67,GCP-BigQuery
WOT-0000315,WO-000119,1,Piping,Couple cost girl run every story trial,Completed,38.95,38.94,GCP-BigQuery
WOT-0000316,WO-000120,1,Mechanical,Civil most last standard must law simply,Completed,22.43,27.15,GCP-BigQuery
WOT-0000317,WO-000120,2,I&C,Here control affect task simply draw return,Completed,7.3,6.27,GCP-BigQuery
WOT-0000318,WO-000121,1,Electrical,Standard couple raise she child executive important,Completed,34.1,,GCP-BigQuery
WOT-0000319,WO-000121,2,Structural,Book model at strong candidate them,Completed,18.33,,GCP-BigQuery
WOT-0000320,WO-000121,3,Mechanical,Blood court all politics home,Open,39.23,,GCP-BigQuery
WOT-0000321,WO-000122,1,Electrical,Moment red eight hand paper audience us,In Progress,24.81,,GCP-BigQuery
WOT-0000322,WO-000123,1,I&C,Pretty up story life police,Open,16.54,,GCP-BigQuery
WOT-0000323,WO-000124,1,Structural,Newspaper voice indeed hard remain statement,Completed,17.64,23.11,GCP-BigQuery
WOT-0000324,WO-000125,1,Electrical,More same strong back democratic,Completed,7.01,9.75,GCP-BigQuery
WOT-0000325,WO-000125,2,Electrical,Best rise mother country moment eat personal,Completed,2.02,2.0,GCP-BigQuery
WOT-0000326,WO-000126,1,Mechanical,Next newspaper second short,Completed,28.1,21.16,GCP-BigQuery
WOT-0000327,WO-000127,1,I&C,Group learn professor third coach Congress husband,Completed,14.08,9.92,GCP-BigQuery
WOT-0000328,WO-000127,2,Electrical,Price move outside value total nearly,Completed,22.32,17.71,GCP-BigQuery
WOT-0000329,WO-000128,1,Electrical,Suddenly include plan step food drive,Completed,26.37,33.75,GCP-BigQuery
WOT-0000330,WO-000129,1,Electrical,Degree she unit effect which language however,Completed,14.51,13.02,GCP-BigQuery
WOT-0000331,WO-000129,2,Piping,Work other military,Completed,38.36,32.47,GCP-BigQuery
WOT-0000332,WO-000130,1,Piping,According worker Democrat fire sign,Open,18.91,,GCP-BigQuery
WOT-0000333,WO-000131,1,Mechanical,Try memory number occur behind,Completed,5.64,6.84,GCP-BigQuery
WOT-0000334,WO-000131,2,Piping,Green catch happen old do specific begin,Completed,25.26,33.31,GCP-BigQuery
WOT-0000335,WO-000131,3,Piping,Notice design baby foot lot major,Completed,14.4,20.66,GCP-BigQuery
WOT-0000336,WO-000131,4,Piping,Standard believe politics also space high sister,Completed,29.86,38.13,GCP-BigQuery
WOT-0000337,WO-000132,1,Structural,Girl stage indicate test thank dinner,Open,15.62,,GCP-BigQuery
WOT-0000338,WO-000132,2,Electrical,Up plant place approach modern floor north force,Open,18.06,,GCP-BigQuery
WOT-0000339,WO-000132,3,I&C,Check purpose young wife send,Open,19.15,,GCP-BigQuery
WOT-0000340,WO-000132,4,Electrical,Measure develop face hour car bar number,Completed,2.15,,GCP-BigQuery
WOT-0000341,WO-000133,1,Piping,Nature energy huge,Completed,23.35,22.72,GCP-BigQuery
WOT-0000342,WO-000134,1,I&C,Similar candidate care nice maintain present,Completed,35.88,43.84,GCP-BigQuery
WOT-0000343,WO-000135,1,Piping,Night young modern drug entire,Completed,19.49,19.03,GCP-BigQuery
WOT-0000344,WO-000135,2,Piping,Food under become public interest give,Completed,28.54,29.68,GCP-BigQuery
WOT-0000345,WO-000135,3,Structural,General pretty show college glass start,Completed,16.9,17.62,GCP-BigQuery
WOT-0000346,WO-000136,1,I&C,Perhaps key under do rate choose,Completed,39.64,50.17,GCP-BigQuery
WOT-0000347,WO-000136,2,Structural,Both approach we unit,Completed,15.65,16.35,GCP-BigQuery
WOT-0000348,WO-000136,3,Electrical,Add really born late age,Completed,3.4,3.81,GCP-BigQuery
WOT-0000349,WO-000136,4,Piping,Science deep national seek nature,Completed,32.83,28.19,GCP-BigQuery
WOT-0000350,WO-000137,1,Mechanical,Role center recognize adult on professional analysis color,Completed,29.67,27.0,GCP-BigQuery
WOT-0000351,WO-000137,2,Piping,Customer recent even let war,Completed,25.67,30.51,GCP-BigQuery
WOT-0000352,WO-000137,3,Electrical,Home even system process,Completed,33.91,29.02,GCP-BigQuery
WOT-0000353,WO-000138,1,Piping,Affect test power discuss,Open,20.47,,GCP-BigQuery
WOT-0000354,WO-000139,1,I&C,Meet report tough machine others because,Completed,31.95,26.17,GCP-BigQuery
WOT-0000355,WO-000140,1,I&C,May leader unit again easy,Completed,39.61,43.76,GCP-BigQuery
WOT-0000356,WO-000140,2,Electrical,Figure majority season adult range green few,Completed,20.94,17.77,GCP-BigQuery
WOT-0000357,WO-000140,3,I&C,Every artist election hit yourself wrong want,Completed,7.59,9.43,GCP-BigQuery
WOT-0000358,WO-000140,4,Mechanical,Difficult game hotel case role,Completed,17.04,12.36,GCP-BigQuery
WOT-0000359,WO-000141,1,I&C,Whether partner personal dinner drive check wife,Open,34.15,,GCP-BigQuery
WOT-0000360,WO-000141,2,Electrical,Forget my deal catch must son television finally,In Progress,30.5,,GCP-BigQuery
WOT-0000361,WO-000142,1,I&C,Travel involve training show prevent north citizen,Completed,11.41,9.41,GCP-BigQuery
WOT-0000362,WO-000142,2,Electrical,Newspaper we brother fish,Completed,22.27,19.07,GCP-BigQuery
WOT-0000363,WO-000142,3,Piping,Risk she they increase,Completed,18.58,19.62,GCP-BigQuery
WOT-0000364,WO-000143,1,Electrical,Field seat start PM scene charge,Open,23.47,,GCP-BigQuery
WOT-0000365,WO-000143,2,Mechanical,Blood continue several partner environment,In Progress,21.37,,GCP-BigQuery
WOT-0000366,WO-000143,3,Mechanical,Partner others discuss ago bag sister care,Open,20.45,,GCP-BigQuery
WOT-0000367,WO-000143,4,Electrical,Light power contain hold listen clearly difficult impact,In Progress,19.19,,GCP-BigQuery
WOT-0000368,WO-000144,1,Structural,Understand wear development,Completed,36.5,49.45,GCP-BigQuery
WOT-0000369,WO-000144,2,I&C,Serious at until worry term,Completed,10.57,10.38,GCP-BigQuery
WOT-0000370,WO-000145,1,Mechanical,Reach term thought into simply part station,Completed,17.99,,GCP-BigQuery
WOT-0000371,WO-000146,1,I&C,Hour voice occur movie political region,Completed,33.85,41.03,GCP-BigQuery
WOT-0000372,WO-000146,2,I&C,Minute later still,Completed,8.74,6.38,GCP-BigQuery
WOT-0000373,WO-000146,3,Mechanical,There early Mrs,Completed,32.08,24.8,GCP-BigQuery
WOT-0000374,WO-000147,1,Piping,Newspaper might piece,Completed,37.63,44.89,GCP-BigQuery
WOT-0000375,WO-000148,1,Mechanical,Couple keep this,Completed,16.39,,GCP-BigQuery
WOT-0000376,WO-000148,2,I&C,Leave institution party approach might,In Progress,9.78,,GCP-BigQuery
WOT-0000377,WO-000148,3,Electrical,Less position bed may,Completed,15.57,,GCP-BigQuery
WOT-0000378,WO-000148,4,Structural,Single visit receive career,In Progress,36.95,,GCP-BigQuery
WOT-0000379,WO-000149,1,Mechanical,Food agent law to time think,Completed,20.32,,GCP-BigQuery
WOT-0000380,WO-000149,2,Electrical,Economic reality trade someone,In Progress,35.63,,GCP-BigQuery
WOT-0000381,WO-000149,3,Mechanical,Before relationship plant be,In Progress,4.06,,GCP-BigQuery
WOT-0000382,WO-000149,4,Piping,Risk window partner civil nearly analysis,In Progress,19.22,,GCP-BigQuery
WOT-0000383,WO-000150,1,Mechanical,Treatment not process change,Completed,4.84,3.53,GCP-BigQuery
WOT-0000384,WO-000150,2,Structural,Condition Republican information finally,Completed,3.07,3.28,GCP-BigQuery
WOT-0000385,WO-000150,3,Piping,Eye Congress together whether about she activity,Completed,10.41,7.5,GCP-BigQuery
WOT-0000386,WO-000150,4,I&C,Talk myself accept third down open little,Completed,3.34,4.29,GCP-BigQuery
WOT-0000387,WO-000151,1,Electrical,Kind over according think everything pick,Open,26.94,,GCP-BigQuery
WOT-0000388,WO-000151,2,Piping,Any challenge president already take,In Progress,4.25,,GCP-BigQuery
WOT-0000389,WO-000151,3,Piping,Study fear turn any indicate condition public,Completed,12.2,,GCP-BigQuery
WOT-0000390,WO-000152,1,Structural,Produce record occur no whom see growth along,Completed,5.29,6.08,GCP-BigQuery
WOT-0000391,WO-000152,2,Structural,Follow today star serve successful,Completed,21.18,31.23,GCP-BigQuery
WOT-0000392,WO-000153,1,Electrical,Fall care reason ever,Completed,35.85,45.74,GCP-BigQuery
WOT-0000393,WO-000153,2,Structural,Including decide decade around number without more,Completed,37.28,55.66,GCP-BigQuery
WOT-0000394,WO-000154,1,Mechanical,Low read value worry,Completed,7.0,9.41,GCP-BigQuery
WOT-0000395,WO-000154,2,Piping,Interview summer employee offer perhaps,Completed,26.49,24.45,GCP-BigQuery
WOT-0000396,WO-000154,3,Structural,Pass market role marriage,Completed,38.68,42.53,GCP-BigQuery
WOT-0000397,WO-000154,4,Electrical,This discussion fact cover,Completed,21.82,18.1,GCP-BigQuery
WOT-0000398,WO-000155,1,Piping,Agency personal brother summer,Open,5.38,,GCP-BigQuery
WOT-0000399,WO-000155,2,Piping,Yourself increase free night point action cut example,Open,34.25,,GCP-BigQuery
WOT-0000400,WO-000156,1,Structural,Film media food accept,Completed,28.96,39.87,GCP-BigQuery
WOT-0000401,WO-000156,2,Mechanical,Game right pattern ahead compare form,Completed,38.18,31.39,GCP-BigQuery
WOT-0000402,WO-000157,1,Piping,Two look listen along career choice,Open,21.22,,GCP-BigQuery
WOT-0000403,WO-000158,1,Structural,Throughout Mr friend six including sea strong,Completed,28.85,34.05,GCP-BigQuery
WOT-0000404,WO-000158,2,I&C,North question new affect officer,Completed,10.77,10.8,GCP-BigQuery
WOT-0000405,WO-000158,3,Electrical,Son thousand government wide exactly all,Completed,34.88,41.09,GCP-BigQuery
WOT-0000406,WO-000159,1,Structural,Phone success number hope organization ten,Completed,9.0,,GCP-BigQuery
WOT-0000407,WO-000160,1,I&C,Relate fire all including market,Open,17.32,,GCP-BigQuery
WOT-0000408,WO-000160,2,Electrical,He stop few modern company,Open,18.6,,GCP-BigQuery
WOT-0000409,WO-000160,3,Structural,Size sing tree kitchen agent lot,In Progress,21.35,,GCP-BigQuery
WOT-0000410,WO-000161,1,Structural,Child future low them financial force show,Completed,30.36,31.63,GCP-BigQuery
WOT-0000411,WO-000161,2,Electrical,State visit quality car,Completed,14.8,12.15,GCP-BigQuery
WOT-0000412,WO-000162,1,Piping,Least require mission,Completed,35.18,50.11,GCP-BigQuery
WOT-0000413,WO-000162,2,Electrical,Financial analysis summer,Completed,35.47,32.89,GCP-BigQuery
WOT-0000414,WO-000162,3,I&C,Four threat billion she,Completed,26.24,38.41,GCP-BigQuery
WOT-0000415,WO-000163,1,Piping,Against serve police decide customer,Completed,20.8,26.03,GCP-BigQuery
WOT-0000416,WO-000163,2,Piping,Everybody five kid brother chance,Completed,31.36,41.09,GCP-BigQuery
WOT-0000417,WO-000164,1,Piping,Boy when nice bill my,Open,18.46,,GCP-BigQuery
WOT-0000418,WO-000164,2,Electrical,Five center region exist each author party,Open,21.0,,GCP-BigQuery
WOT-0000419,WO-000164,3,Mechanical,Music anything ahead tough anyone himself,In Progress,37.83,,GCP-BigQuery
WOT-0000420,WO-000164,4,I&C,Interview condition other or,In Progress,19.94,,GCP-BigQuery
WOT-0000421,WO-000165,1,Piping,Pattern fine stage require provide move wind,Completed,21.76,17.48,GCP-BigQuery
WOT-0000422,WO-000166,1,Structural,Nothing behavior sort recognize best financial popular,Completed,15.64,16.36,GCP-BigQuery
WOT-0000423,WO-000166,2,Electrical,Like water century time election guy contain,Completed,9.82,12.38,GCP-BigQuery
WOT-0000424,WO-000166,3,I&C,Small think law air little goal,Completed,35.48,26.3,GCP-BigQuery
WOT-0000425,WO-000166,4,Electrical,Suffer executive give offer meet if research,Completed,38.99,36.16,GCP-BigQuery
WOT-0000426,WO-000167,1,Electrical,For power society mouth,Completed,9.77,13.68,GCP-BigQuery
WOT-0000427,WO-000167,2,Electrical,Opportunity draw during city lot at,Completed,13.07,13.99,GCP-BigQuery
WOT-0000428,WO-000167,3,Mechanical,Sport opportunity six itself skin,Completed,28.82,35.36,GCP-BigQuery
WOT-0000429,WO-000168,1,Piping,Reason community prove school Republican student boy,Open,30.62,,GCP-BigQuery
WOT-0000430,WO-000168,2,I&C,Leg never state computer what attorney board sport,Open,35.34,,GCP-BigQuery
WOT-0000431,WO-000168,3,Structural,Force population article design catch oil,Completed,6.88,,GCP-BigQuery
WOT-0000432,WO-000168,4,I&C,Serious produce laugh,Open,9.66,,GCP-BigQuery
WOT-0000433,WO-000169,1,Piping,Hope official crime race first,Completed,14.12,11.39,GCP-BigQuery
WOT-0000434,WO-000169,2,Mechanical,Some quickly truth view response trip wrong,Completed,24.84,33.15,GCP-BigQuery
WOT-0000435,WO-000169,3,Piping,Account worry identify camera family hard nature apply,Completed,7.91,9.06,GCP-BigQuery
WOT-0000436,WO-000170,1,Structural,Star grow technology tend dog reduce hour,Completed,8.12,7.03,GCP-BigQuery
WOT-0000437,WO-000170,2,Mechanical,Republican image itself deep community cause,Completed,2.09,1.79,GCP-BigQuery
WOT-0000438,WO-000170,3,I&C,His under style child young prove care,Completed,29.52,43.39,GCP-BigQuery
WOT-0000439,WO-000171,1,Electrical,Possible century those price,Open,26.67,,GCP-BigQuery
WOT-0000440,WO-000172,1,Electrical,Be politics indeed lay,Completed,2.68,2.81,GCP-BigQuery
WOT-0000441,WO-000173,1,I&C,Us perhaps lawyer interest star his difficult interesting,In Progress,37.98,,GCP-BigQuery
WOT-0000442,WO-000173,2,Mechanical,Official suggest door,In Progress,7.98,,GCP-BigQuery
WOT-0000443,WO-000173,3,Mechanical,Especially unit office almost also low happy,Completed,9.71,,GCP-BigQuery
WOT-0000444,WO-000173,4,Mechanical,Loss real center rule worker worker single let,In Progress,28.25,,GCP-BigQuery
WOT-0000445,WO-000174,1,I&C,Model particular early piece,Completed,27.44,36.39,GCP-BigQuery
WOT-0000446,WO-000174,2,Structural,Range much often party,Completed,5.05,3.99,GCP-BigQuery
WOT-0000447,WO-000174,3,Mechanical,Movement action law town off former,Completed,17.01,18.26,GCP-BigQuery
