labor_id,wo_id,project_id,craft,worker_ref,hours,hourly_rate,labor_cost,post_date,origin_system
WOL-0000887,WO-000484,PRJ-008,Ironworker,WKR-7905,7.68,134.97,1036.57,2026-03-02,GCP-BigQuery
WOL-0000888,WO-000484,PRJ-008,Welder,WKR-2748,7.24,104.98,760.06,2026-03-02,GCP-BigQuery
WOL-0000889,WO-000484,PRJ-008,Operator,WKR-4914,2.11,70.34,148.42,2026-03-02,GCP-BigQuery
WOL-0000890,WO-000484,PRJ-008,Boilermaker,WKR-6920,4.28,92.72,396.84,2026-03-02,GCP-BigQuery
WOL-0000891,WO-000485,PRJ-008,Instrument Tech,WKR-1818,10.94,132.07,1444.85,2025-11-21,GCP-BigQuery
WOL-0000892,WO-000485,PRJ-008,Laborer,WKR-1073,8.2,65.9,540.38,2025-11-21,GCP-BigQuery
WOL-0000893,WO-000485,PRJ-008,Carpenter,WKR-6098,3.75,61.17,229.39,2025-11-21,GCP-BigQuery
WOL-0000894,WO-000485,PRJ-008,Millwright,WKR-5281,7.74,107.29,830.42,2025-11-21,GCP-BigQuery
WOL-0000895,WO-000486,PRJ-011,Pipefitter,WKR-3668,9.78,63.23,618.39,2026-06-01,GCP-BigQuery
WOL-0000896,WO-000487,PRJ-002,Millwright,WKR-6524,5.32,114.15,607.28,2025-02-28,GCP-BigQuery
WOL-0000897,WO-000487,PRJ-002,Pipefitter,WKR-1644,3.97,49.94,198.26,2025-02-28,GCP-BigQuery
WOL-0000898,WO-000487,PRJ-002,Operator,WKR-2210,11.84,105.38,1247.7,2025-02-28,GCP-BigQuery
WOL-0000899,WO-000487,PRJ-002,Ironworker,WKR-9859,11.08,70.18,777.59,2025-02-28,GCP-BigQuery
WOL-0000900,WO-000488,PRJ-006,Laborer,WKR-5059,7.1,70.65,501.62,2025-11-17,GCP-BigQuery
WOL-0000901,WO-000489,PRJ-003,Boilermaker,WKR-5272,5.19,90.31,468.71,2025-10-25,GCP-BigQuery
WOL-0000902,WO-000489,PRJ-003,Millwright,WKR-1200,3.13,123.41,386.27,2025-10-25,GCP-BigQuery
WOL-0000903,WO-000492,PRJ-004,Welder,WKR-1868,2.41,58.07,139.95,2025-03-12,GCP-BigQuery
WOL-0000904,WO-000492,PRJ-004,Operator,WKR-2413,2.62,53.14,139.23,2025-03-12,GCP-BigQuery
WOL-0000905,WO-000492,PRJ-004,Welder,WKR-8047,10.48,120.06,1258.23,2025-03-12,GCP-BigQuery
WOL-0000906,WO-000495,PRJ-002,Instrument Tech,WKR-8949,9.23,112.25,1036.07,2026-07-16,GCP-BigQuery
WOL-0000907,WO-000496,PRJ-008,Electrician,WKR-8235,9.32,112.07,1044.49,2026-03-11,GCP-BigQuery
WOL-0000908,WO-000496,PRJ-008,Welder,WKR-1760,7.56,66.53,502.97,2026-03-11,GCP-BigQuery
WOL-0000909,WO-000496,PRJ-008,Instrument Tech,WKR-2523,6.19,55.98,346.52,2026-03-11,GCP-BigQuery
WOL-0000910,WO-000496,PRJ-008,Boilermaker,WKR-9729,2.24,74.12,166.03,2026-03-11,GCP-BigQuery
WOL-0000911,WO-000497,PRJ-001,Millwright,WKR-3814,4.41,83.1,366.47,2025-06-02,GCP-BigQuery
WOL-0000912,WO-000497,PRJ-001,Millwright,WKR-6865,8.74,103.2,901.97,2025-06-02,GCP-BigQuery
WOL-0000913,WO-000497,PRJ-001,Pipefitter,WKR-7848,7.11,51.15,363.68,2025-06-02,GCP-BigQuery
WOL-0000914,WO-000499,PRJ-010,Laborer,WKR-2851,11.36,126.95,1442.15,2026-06-12,GCP-BigQuery
WOL-0000915,WO-000499,PRJ-010,Boilermaker,WKR-8778,9.43,117.0,1103.31,2026-06-12,GCP-BigQuery
WOL-0000916,WO-000499,PRJ-010,Instrument Tech,WKR-2993,4.6,87.22,401.21,2026-06-12,GCP-BigQuery
WOL-0000917,WO-000500,PRJ-012,Pipefitter,WKR-6453,8.59,85.54,734.79,2025-05-28,GCP-BigQuery
WOL-0000918,WO-000500,PRJ-012,Welder,WKR-4090,10.47,91.12,954.03,2025-05-28,GCP-BigQuery
WOL-0000919,WO-000500,PRJ-012,Carpenter,WKR-5752,9.93,123.62,1227.55,2025-05-28,GCP-BigQuery
WOL-0000920,WO-000501,PRJ-008,Instrument Tech,WKR-9234,3.06,53.66,164.2,2026-02-18,GCP-BigQuery
WOL-0000921,WO-000501,PRJ-008,Electrician,WKR-6488,3.38,82.04,277.3,2026-02-18,GCP-BigQuery
WOL-0000922,WO-000501,PRJ-008,Electrician,WKR-5195,4.12,67.6,278.51,2026-02-18,GCP-BigQuery
WOL-0000923,WO-000501,PRJ-008,Boilermaker,WKR-1675,5.61,106.86,599.48,2026-02-18,GCP-BigQuery
WOL-0000924,WO-000502,PRJ-002,Boilermaker,WKR-5240,3.74,100.79,376.95,2026-03-26,GCP-BigQuery
WOL-0000925,WO-000504,PRJ-009,Millwright,WKR-3116,3.98,117.94,469.4,2026-04-20,GCP-BigQuery
WOL-0000926,WO-000508,PRJ-008,Operator,WKR-9252,4.73,68.45,323.77,2026-05-24,GCP-BigQuery
WOL-0000927,WO-000510,PRJ-001,Carpenter,WKR-3193,10.81,82.55,892.37,2026-03-08,GCP-BigQuery
WOL-0000928,WO-000510,PRJ-001,Operator,WKR-8110,7.37,81.55,601.02,2026-03-08,GCP-BigQuery
WOL-0000929,WO-000511,PRJ-004,Carpenter,WKR-2156,7.27,87.3,634.67,2026-06-29,GCP-BigQuery
WOL-0000930,WO-000513,PRJ-012,Welder,WKR-2601,11.73,90.05,1056.29,2025-11-23,GCP-BigQuery
WOL-0000931,WO-000513,PRJ-012,Laborer,WKR-4921,11.69,131.6,1538.4,2025-11-23,GCP-BigQuery
WOL-0000932,WO-000514,PRJ-009,Millwright,WKR-2465,8.8,120.12,1057.06,2025-05-24,GCP-BigQuery
WOL-0000933,WO-000514,PRJ-009,Boilermaker,WKR-3710,5.31,74.22,394.11,2025-05-24,GCP-BigQuery
WOL-0000934,WO-000514,PRJ-009,Millwright,WKR-2865,3.18,115.74,368.05,2025-05-24,GCP-BigQuery
WOL-0000935,WO-000514,PRJ-009,Electrician,WKR-2057,5.98,120.64,721.43,2025-05-24,GCP-BigQuery
WOL-0000936,WO-000515,PRJ-003,Carpenter,WKR-2138,4.95,130.5,645.98,2026-02-15,GCP-BigQuery
WOL-0000937,WO-000515,PRJ-003,Electrician,WKR-4721,10.85,53.4,579.39,2026-02-15,GCP-BigQuery
WOL-0000938,WO-000517,PRJ-009,Instrument Tech,WKR-3892,5.7,94.51,538.71,2026-04-18,GCP-BigQuery
WOL-0000939,WO-000517,PRJ-009,Welder,WKR-1637,7.69,59.71,459.17,2026-04-18,GCP-BigQuery
WOL-0000940,WO-000517,PRJ-009,Operator,WKR-3521,7.84,89.93,705.05,2026-04-18,GCP-BigQuery
WOL-0000941,WO-000518,PRJ-003,Instrument Tech,WKR-3390,7.0,97.03,679.21,2025-11-12,GCP-BigQuery
WOL-0000942,WO-000520,PRJ-006,Instrument Tech,WKR-2087,2.77,66.16,183.26,2025-03-10,GCP-BigQuery
WOL-0000943,WO-000520,PRJ-006,Operator,WKR-7083,3.47,69.36,240.68,2025-03-10,GCP-BigQuery
WOL-0000944,WO-000521,PRJ-004,Carpenter,WKR-2139,9.29,52.48,487.54,2025-06-27,GCP-BigQuery
WOL-0000945,WO-000521,PRJ-004,Pipefitter,WKR-5083,6.46,99.57,643.22,2025-06-27,GCP-BigQuery
WOL-0000946,WO-000521,PRJ-004,Electrician,WKR-9544,8.47,113.77,963.63,2025-06-27,GCP-BigQuery
WOL-0000947,WO-000522,PRJ-007,Millwright,WKR-9345,3.63,70.98,257.66,2026-02-02,GCP-BigQuery
WOL-0000948,WO-000522,PRJ-007,Electrician,WKR-2162,5.94,123.91,736.03,2026-02-02,GCP-BigQuery
WOL-0000949,WO-000524,PRJ-009,Pipefitter,WKR-9926,3.49,93.47,326.21,2026-02-24,GCP-BigQuery
WOL-0000950,WO-000524,PRJ-009,Ironworker,WKR-8409,3.88,115.68,448.84,2026-02-24,GCP-BigQuery
WOL-0000951,WO-000525,PRJ-003,Boilermaker,WKR-3691,8.2,85.62,702.08,2026-05-19,GCP-BigQuery
WOL-0000952,WO-000525,PRJ-003,Welder,WKR-8926,6.26,56.29,352.38,2026-05-19,GCP-BigQuery
WOL-0000953,WO-000525,PRJ-003,Operator,WKR-6884,10.29,74.74,769.07,2026-05-19,GCP-BigQuery
WOL-0000954,WO-000525,PRJ-003,Ironworker,WKR-2576,4.32,59.09,255.27,2026-05-19,GCP-BigQuery
WOL-0000955,WO-000526,PRJ-008,Boilermaker,WKR-3445,3.34,116.03,387.54,2025-03-15,GCP-BigQuery
WOL-0000956,WO-000526,PRJ-008,Operator,WKR-4319,10.19,80.06,815.81,2025-03-15,GCP-BigQuery
WOL-0000957,WO-000526,PRJ-008,Instrument Tech,WKR-2808,9.51,92.39,878.63,2025-03-15,GCP-BigQuery
WOL-0000958,WO-000528,PRJ-009,Laborer,WKR-1410,5.4,56.94,307.48,2026-02-14,GCP-BigQuery
WOL-0000959,WO-000529,PRJ-002,Laborer,WKR-8519,7.74,101.06,782.2,2025-09-18,GCP-BigQuery
WOL-0000960,WO-000529,PRJ-002,Carpenter,WKR-3354,7.41,67.46,499.88,2025-09-18,GCP-BigQuery
WOL-0000961,WO-000531,PRJ-008,Electrician,WKR-2115,9.36,57.22,535.58,2025-08-29,GCP-BigQuery
WOL-0000962,WO-000531,PRJ-008,Instrument Tech,WKR-5132,7.97,116.34,927.23,2025-08-29,GCP-BigQuery
WOL-0000963,WO-000531,PRJ-008,Pipefitter,WKR-1954,4.03,127.13,512.33,2025-08-29,GCP-BigQuery
WOL-0000964,WO-000531,PRJ-008,Ironworker,WKR-1648,6.58,113.05,743.87,2025-08-29,GCP-BigQuery
WOL-0000965,WO-000532,PRJ-009,Pipefitter,WKR-1978,4.63,126.43,585.37,2025-08-09,GCP-BigQuery
WOL-0000966,WO-000532,PRJ-009,Electrician,WKR-3395,11.78,62.34,734.37,2025-08-09,GCP-BigQuery
WOL-0000967,WO-000532,PRJ-009,Electrician,WKR-9857,2.97,117.92,350.22,2025-08-09,GCP-BigQuery
WOL-0000968,WO-000532,PRJ-009,Welder,WKR-3510,4.97,76.33,379.36,2025-08-09,GCP-BigQuery
WOL-0000969,WO-000533,PRJ-003,Electrician,WKR-3716,9.87,53.28,525.87,2025-07-24,GCP-BigQuery
WOL-0000970,WO-000533,PRJ-003,Carpenter,WKR-4608,11.27,58.3,657.04,2025-07-24,GCP-BigQuery
WOL-0000971,WO-000533,PRJ-003,Ironworker,WKR-3327,11.93,122.18,1457.61,2025-07-24,GCP-BigQuery
WOL-0000972,WO-000533,PRJ-003,Operator,WKR-3485,2.22,53.95,119.77,2025-07-24,GCP-BigQuery
WOL-0000973,WO-000535,PRJ-009,Carpenter,WKR-7651,5.76,106.15,611.42,2025-07-21,GCP-BigQuery
WOL-0000974,WO-000535,PRJ-009,Welder,WKR-4479,6.22,60.47,376.12,2025-07-21,GCP-BigQuery
WOL-0000975,WO-000535,PRJ-009,Pipefitter,WKR-1563,10.71,76.8,822.53,2025-07-21,GCP-BigQuery
WOL-0000976,WO-000535,PRJ-009,Millwright,WKR-5867,11.59,107.22,1242.68,2025-07-21,GCP-BigQuery
WOL-0000977,WO-000536,PRJ-012,Laborer,WKR-9944,6.11,133.71,816.97,2025-10-21,GCP-BigQuery
WOL-0000978,WO-000536,PRJ-012,Laborer,WKR-4009,4.81,80.28,386.15,2025-10-21,GCP-BigQuery
WOL-0000979,WO-000536,PRJ-012,Welder,WKR-7344,8.59,103.62,890.1,2025-10-21,GCP-BigQuery
WOL-0000980,WO-000536,PRJ-012,Ironworker,WKR-2953,11.66,89.09,1038.79,2025-10-21,GCP-BigQuery
WOL-0000981,WO-000537,PRJ-001,Operator,WKR-1378,8.58,93.08,798.63,2025-05-18,GCP-BigQuery
WOL-0000982,WO-000537,PRJ-001,Laborer,WKR-2123,8.57,103.91,890.51,2025-05-18,GCP-BigQuery
WOL-0000983,WO-000537,PRJ-001,Carpenter,WKR-3916,9.96,88.63,882.75,2025-05-18,GCP-BigQuery
WOL-0000984,WO-000537,PRJ-001,Ironworker,WKR-6596,10.24,77.87,797.39,2025-05-18,GCP-BigQuery
WOL-0000985,WO-000540,PRJ-003,Instrument Tech,WKR-2813,2.53,84.79,214.52,2025-12-27,GCP-BigQuery
WOL-0000986,WO-000540,PRJ-003,Welder,WKR-6397,4.0,104.98,419.92,2025-12-27,GCP-BigQuery
WOL-0000987,WO-000540,PRJ-003,Pipefitter,WKR-6401,11.69,82.4,963.26,2025-12-27,GCP-BigQuery
WOL-0000988,WO-000540,PRJ-003,Welder,WKR-3125,11.2,90.34,1011.81,2025-12-27,GCP-BigQuery
WOL-0000989,WO-000541,PRJ-009,Electrician,WKR-2167,8.96,123.81,1109.34,2025-11-06,GCP-BigQuery
WOL-0000990,WO-000541,PRJ-009,Boilermaker,WKR-1079,2.82,134.45,379.15,2025-11-06,GCP-BigQuery
WOL-0000991,WO-000541,PRJ-009,Instrument Tech,WKR-5972,9.08,101.16,918.53,2025-11-06,GCP-BigQuery
WOL-0000992,WO-000543,PRJ-011,Operator,WKR-3674,11.92,52.08,620.79,2026-02-20,GCP-BigQuery
WOL-0000993,WO-000543,PRJ-011,Instrument Tech,WKR-1869,9.17,74.62,684.27,2026-02-20,GCP-BigQuery
WOL-0000994,WO-000543,PRJ-011,Laborer,WKR-3285,6.57,62.31,409.38,2026-02-20,GCP-BigQuery
WOL-0000995,WO-000543,PRJ-011,Laborer,WKR-5119,11.43,56.66,647.62,2026-02-20,GCP-BigQuery
WOL-0000996,WO-000544,PRJ-006,Electrician,WKR-3345,4.15,48.58,201.61,2025-03-12,GCP-BigQuery
WOL-0000997,WO-000544,PRJ-006,Pipefitter,WKR-2175,10.55,60.28,635.95,2025-03-12,GCP-BigQuery
WOL-0000998,WO-000544,PRJ-006,Boilermaker,WKR-2336,9.39,83.35,782.66,2025-03-12,GCP-BigQuery
WOL-0000999,WO-000544,PRJ-006,Carpenter,WKR-6608,4.3,117.13,503.66,2025-03-12,GCP-BigQuery
WOL-0001000,WO-000545,PRJ-007,Operator,WKR-5886,2.98,87.86,261.82,2026-06-13,GCP-BigQuery
WOL-0001001,WO-000545,PRJ-007,Operator,WKR-1759,4.66,62.72,292.28,2026-06-13,GCP-BigQuery
WOL-0001002,WO-000545,PRJ-007,Millwright,WKR-6312,5.33,64.14,341.87,2026-06-13,GCP-BigQuery
WOL-0001003,WO-000545,PRJ-007,Carpenter,WKR-4592,6.83,100.9,689.15,2026-06-13,GCP-BigQuery
WOL-0001004,WO-000546,PRJ-010,Carpenter,WKR-9386,8.1,96.31,780.11,2025-09-06,GCP-BigQuery
WOL-0001005,WO-000547,PRJ-011,Boilermaker,WKR-7864,9.82,74.46,731.2,2025-08-08,GCP-BigQuery
WOL-0001006,WO-000548,PRJ-003,Pipefitter,WKR-7399,11.27,102.38,1153.82,2025-11-23,GCP-BigQuery
WOL-0001007,WO-000548,PRJ-003,Ironworker,WKR-2874,10.76,128.51,1382.77,2025-11-23,GCP-BigQuery
WOL-0001008,WO-000548,PRJ-003,Laborer,WKR-9958,3.96,95.89,379.72,2025-11-23,GCP-BigQuery
WOL-0001009,WO-000549,PRJ-008,Boilermaker,WKR-8447,5.31,94.74,503.07,2026-07-26,GCP-BigQuery
WOL-0001010,WO-000549,PRJ-008,Pipefitter,WKR-2171,3.77,60.96,229.82,2026-07-26,GCP-BigQuery
WOL-0001011,WO-000549,PRJ-008,Pipefitter,WKR-9758,9.22,76.32,703.67,2026-07-26,GCP-BigQuery
WOL-0001012,WO-000550,PRJ-003,Millwright,WKR-4536,7.12,76.14,542.12,2026-07-26,GCP-BigQuery
WOL-0001013,WO-000551,PRJ-007,Millwright,WKR-2272,2.04,107.88,220.08,2026-03-07,GCP-BigQuery
WOL-0001014,WO-000552,PRJ-008,Electrician,WKR-3981,4.19,64.56,270.51,2026-06-22,GCP-BigQuery
WOL-0001015,WO-000553,PRJ-011,Electrician,WKR-1867,5.47,69.16,378.31,2026-06-22,GCP-BigQuery
WOL-0001016,WO-000553,PRJ-011,Pipefitter,WKR-6212,10.71,74.59,798.86,2026-06-22,GCP-BigQuery
WOL-0001017,WO-000555,PRJ-010,Pipefitter,WKR-7957,7.22,58.72,423.96,2026-05-06,GCP-BigQuery
WOL-0001018,WO-000557,PRJ-001,Pipefitter,WKR-5850,6.65,130.11,865.23,2025-08-30,GCP-BigQuery
WOL-0001019,WO-000557,PRJ-001,Electrician,WKR-4189,4.01,100.24,401.96,2025-08-30,GCP-BigQuery
WOL-0001020,WO-000559,PRJ-012,Welder,WKR-2370,5.86,104.43,611.96,2025-09-02,GCP-BigQuery
WOL-0001021,WO-000559,PRJ-012,Welder,WKR-6518,8.41,69.98,588.53,2025-09-02,GCP-BigQuery
WOL-0001022,WO-000559,PRJ-012,Pipefitter,WKR-3136,2.89,93.67,270.71,2025-09-02,GCP-BigQuery
WOL-0001023,WO-000559,PRJ-012,Pipefitter,WKR-8632,8.82,113.05,997.1,2025-09-02,GCP-BigQuery
WOL-0001024,WO-000560,PRJ-003,Carpenter,WKR-7962,6.59,106.34,700.78,2026-05-31,GCP-BigQuery
WOL-0001025,WO-000561,PRJ-001,Millwright,WKR-4791,11.05,101.57,1122.35,2025-12-18,GCP-BigQuery
WOL-0001026,WO-000562,PRJ-003,Boilermaker,WKR-1814,9.58,120.51,1154.49,2026-07-21,GCP-BigQuery
WOL-0001027,WO-000562,PRJ-003,Laborer,WKR-4243,7.11,80.29,570.86,2026-07-21,GCP-BigQuery
WOL-0001028,WO-000563,PRJ-006,Instrument Tech,WKR-6384,8.34,95.3,794.8,2026-06-14,GCP-BigQuery
WOL-0001029,WO-000563,PRJ-006,Laborer,WKR-5978,8.3,110.04,913.33,2026-06-14,GCP-BigQuery
WOL-0001030,WO-000563,PRJ-006,Instrument Tech,WKR-4979,10.75,122.8,1320.1,2026-06-14,GCP-BigQuery
WOL-0001031,WO-000563,PRJ-006,Laborer,WKR-6586,3.69,98.17,362.25,2026-06-14,GCP-BigQuery
WOL-0001032,WO-000564,PRJ-004,Ironworker,WKR-5791,10.91,56.09,611.94,2026-05-22,GCP-BigQuery
WOL-0001033,WO-000564,PRJ-004,Welder,WKR-4544,10.66,129.73,1382.92,2026-05-22,GCP-BigQuery
WOL-0001034,WO-000564,PRJ-004,Boilermaker,WKR-6662,3.93,84.57,332.36,2026-05-22,GCP-BigQuery
WOL-0001035,WO-000566,PRJ-009,Boilermaker,WKR-3813,7.2,71.87,517.46,2025-12-09,GCP-BigQuery
WOL-0001036,WO-000566,PRJ-009,Pipefitter,WKR-6958,8.56,102.1,873.98,2025-12-09,GCP-BigQuery
WOL-0001037,WO-000570,PRJ-006,Millwright,WKR-9120,5.36,78.58,421.19,2025-07-13,GCP-BigQuery
WOL-0001038,WO-000571,PRJ-010,Laborer,WKR-5705,5.95,100.73,599.34,2025-10-04,GCP-BigQuery
WOL-0001039,WO-000571,PRJ-010,Welder,WKR-4906,10.76,80.11,861.98,2025-10-04,GCP-BigQuery
WOL-0001040,WO-000571,PRJ-010,Millwright,WKR-6348,10.43,62.0,646.66,2025-10-04,GCP-BigQuery
WOL-0001041,WO-000571,PRJ-010,Ironworker,WKR-7491,6.0,133.76,802.56,2025-10-04,GCP-BigQuery
WOL-0001042,WO-000572,PRJ-012,Pipefitter,WKR-7854,10.39,109.18,1134.38,2025-10-30,GCP-BigQuery
WOL-0001043,WO-000572,PRJ-012,Ironworker,WKR-3678,4.36,60.99,265.92,2025-10-30,GCP-BigQuery
WOL-0001044,WO-000572,PRJ-012,Instrument Tech,WKR-7095,6.4,122.96,786.94,2025-10-30,GCP-BigQuery
WOL-0001045,WO-000573,PRJ-009,Ironworker,WKR-6726,8.38,69.65,583.67,2025-11-23,GCP-BigQuery
WOL-0001046,WO-000573,PRJ-009,Instrument Tech,WKR-2553,2.48,82.08,203.56,2025-11-23,GCP-BigQuery
WOL-0001047,WO-000575,PRJ-009,Instrument Tech,WKR-4176,5.17,115.12,595.17,2025-11-13,GCP-BigQuery
WOL-0001048,WO-000575,PRJ-009,Electrician,WKR-4646,7.56,99.65,753.35,2025-11-13,GCP-BigQuery
WOL-0001049,WO-000576,PRJ-009,Pipefitter,WKR-6481,2.36,74.82,176.58,2026-07-28,GCP-BigQuery
WOL-0001050,WO-000577,PRJ-007,Carpenter,WKR-9362,2.91,109.18,317.71,2025-03-02,GCP-BigQuery
WOL-0001051,WO-000577,PRJ-007,Instrument Tech,WKR-8151,8.69,92.9,807.3,2025-03-02,GCP-BigQuery
WOL-0001052,WO-000579,PRJ-006,Laborer,WKR-3362,7.02,120.93,848.93,2025-06-26,GCP-BigQuery
WOL-0001053,WO-000579,PRJ-006,Pipefitter,WKR-9189,10.06,134.7,1355.08,2025-06-26,GCP-BigQuery
WOL-0001054,WO-000579,PRJ-006,Electrician,WKR-1857,5.04,121.62,612.96,2025-06-26,GCP-BigQuery
WOL-0001055,WO-000579,PRJ-006,Instrument Tech,WKR-6927,8.78,77.77,682.82,2025-06-26,GCP-BigQuery
WOL-0001056,WO-000580,PRJ-003,Boilermaker,WKR-9343,2.09,68.12,142.37,2025-03-08,GCP-BigQuery
WOL-0001057,WO-000580,PRJ-003,Pipefitter,WKR-4167,6.27,121.09,759.23,2025-03-08,GCP-BigQuery
WOL-0001058,WO-000583,PRJ-001,Operator,WKR-4347,9.89,118.23,1169.29,2025-11-24,GCP-BigQuery
WOL-0001059,WO-000583,PRJ-001,Laborer,WKR-2018,7.06,92.24,651.21,2025-11-24,GCP-BigQuery
WOL-0001060,WO-000583,PRJ-001,Pipefitter,WKR-6498,7.98,110.66,883.07,2025-11-24,GCP-BigQuery
WOL-0001061,WO-000586,PRJ-007,Operator,WKR-9582,3.19,114.24,364.43,2026-06-03,GCP-BigQuery
WOL-0001062,WO-000586,PRJ-007,Welder,WKR-8482,10.77,69.31,746.47,2026-06-03,GCP-BigQuery
WOL-0001063,WO-000586,PRJ-007,Boilermaker,WKR-7586,6.87,71.39,490.45,2026-06-03,GCP-BigQuery
WOL-0001064,WO-000588,PRJ-007,Electrician,WKR-9216,3.86,97.6,376.74,2025-11-21,GCP-BigQuery
WOL-0001065,WO-000588,PRJ-007,Welder,WKR-8756,5.17,92.2,476.67,2025-11-21,GCP-BigQuery
WOL-0001066,WO-000589,PRJ-007,Boilermaker,WKR-8501,10.31,86.84,895.32,2026-02-25,GCP-BigQuery
WOL-0001067,WO-000590,PRJ-003,Millwright,WKR-6502,3.57,58.87,210.17,2025-12-23,GCP-BigQuery
WOL-0001068,WO-000590,PRJ-003,Laborer,WKR-9189,10.27,59.78,613.94,2025-12-23,GCP-BigQuery
WOL-0001069,WO-000591,PRJ-004,Millwright,WKR-6861,6.25,125.82,786.38,2026-04-05,GCP-BigQuery
WOL-0001070,WO-000592,PRJ-010,Ironworker,WKR-2547,7.25,72.08,522.58,2025-04-30,GCP-BigQuery
WOL-0001071,WO-000592,PRJ-010,Pipefitter,WKR-3920,4.72,115.91,547.1,2025-04-30,GCP-BigQuery
WOL-0001072,WO-000592,PRJ-010,Boilermaker,WKR-5306,8.95,64.98,581.57,2025-04-30,GCP-BigQuery
WOL-0001073,WO-000592,PRJ-010,Pipefitter,WKR-6128,5.52,91.81,506.79,2025-04-30,GCP-BigQuery
WOL-0001074,WO-000593,PRJ-002,Carpenter,WKR-9114,11.0,108.54,1193.94,2025-02-24,GCP-BigQuery
WOL-0001075,WO-000593,PRJ-002,Electrician,WKR-4778,11.19,125.65,1406.02,2025-02-24,GCP-BigQuery
WOL-0001076,WO-000593,PRJ-002,Laborer,WKR-3598,6.79,62.85,426.75,2025-02-24,GCP-BigQuery
WOL-0001077,WO-000594,PRJ-011,Laborer,WKR-4516,5.89,77.98,459.3,2026-07-04,GCP-BigQuery
WOL-0001078,WO-000594,PRJ-011,Pipefitter,WKR-7208,7.59,77.02,584.58,2026-07-04,GCP-BigQuery
WOL-0001079,WO-000594,PRJ-011,Carpenter,WKR-1485,8.48,92.27,782.45,2026-07-04,GCP-BigQuery
WOL-0001080,WO-000594,PRJ-011,Ironworker,WKR-5044,11.37,83.82,953.03,2026-07-04,GCP-BigQuery
WOL-0001081,WO-000595,PRJ-007,Boilermaker,WKR-4591,5.65,106.69,602.8,2025-07-27,GCP-BigQuery
WOL-0001082,WO-000595,PRJ-007,Pipefitter,WKR-9451,10.74,56.91,611.21,2025-07-27,GCP-BigQuery
WOL-0001083,WO-000595,PRJ-007,Carpenter,WKR-3669,8.28,53.76,445.13,2025-07-27,GCP-BigQuery
WOL-0001084,WO-000595,PRJ-007,Ironworker,WKR-6529,5.31,130.91,695.13,2025-07-27,GCP-BigQuery
WOL-0001085,WO-000596,PRJ-004,Instrument Tech,WKR-9961,7.07,85.39,603.71,2026-02-19,GCP-BigQuery
WOL-0001086,WO-000596,PRJ-004,Carpenter,WKR-4581,8.67,92.71,803.8,2026-02-19,GCP-BigQuery
WOL-0001087,WO-000596,PRJ-004,Millwright,WKR-6290,5.25,109.37,574.19,2026-02-19,GCP-BigQuery
WOL-0001088,WO-000596,PRJ-004,Pipefitter,WKR-6240,10.48,96.16,1007.76,2026-02-19,GCP-BigQuery
WOL-0001089,WO-000597,PRJ-009,Boilermaker,WKR-5338,9.63,84.1,809.88,2026-07-23,GCP-BigQuery
WOL-0001090,WO-000597,PRJ-009,Laborer,WKR-9213,5.27,108.26,570.53,2026-07-23,GCP-BigQuery
WOL-0001091,WO-000597,PRJ-009,Laborer,WKR-6064,9.69,77.81,753.98,2026-07-23,GCP-BigQuery
WOL-0001092,WO-000597,PRJ-009,Operator,WKR-4835,4.07,53.06,215.95,2026-07-23,GCP-BigQuery
WOL-0001093,WO-000598,PRJ-008,Laborer,WKR-9529,10.08,49.99,503.9,2025-03-29,GCP-BigQuery
WOL-0001094,WO-000598,PRJ-008,Electrician,WKR-8092,6.46,126.76,818.87,2025-03-29,GCP-BigQuery
WOL-0001095,WO-000598,PRJ-008,Laborer,WKR-9764,11.01,120.5,1326.7,2025-03-29,GCP-BigQuery
WOL-0001096,WO-000598,PRJ-008,Welder,WKR-4505,8.29,67.77,561.81,2025-03-29,GCP-BigQuery
WOL-0001097,WO-000599,PRJ-006,Operator,WKR-6351,3.57,128.9,460.17,2026-07-13,GCP-BigQuery
WOL-0001098,WO-000599,PRJ-006,Welder,WKR-6521,10.76,90.08,969.26,2026-07-13,GCP-BigQuery
WOL-0001099,WO-000600,PRJ-002,Boilermaker,WKR-7268,11.58,84.73,981.17,2026-04-21,GCP-BigQuery
WOL-0001100,WO-000600,PRJ-002,Laborer,WKR-8378,4.27,117.67,502.45,2026-04-21,GCP-BigQuery
WOL-0001101,WO-000600,PRJ-002,Welder,WKR-4880,4.95,50.1,248.0,2026-04-21,GCP-BigQuery
WOL-0001102,WO-000600,PRJ-002,Electrician,WKR-3349,3.7,119.21,441.08,2026-04-21,GCP-BigQuery
WOL-0001103,WO-000602,PRJ-007,Carpenter,WKR-9604,11.72,127.07,1489.26,2025-12-06,GCP-BigQuery
WOL-0001104,WO-000602,PRJ-007,Ironworker,WKR-3817,4.67,118.23,552.13,2025-12-06,GCP-BigQuery
WOL-0001105,WO-000604,PRJ-012,Boilermaker,WKR-1528,11.77,80.82,951.25,2026-02-21,GCP-BigQuery
WOL-0001106,WO-000604,PRJ-012,Instrument Tech,WKR-2993,11.98,120.93,1448.74,2026-02-21,GCP-BigQuery
WOL-0001107,WO-000604,PRJ-012,Pipefitter,WKR-6019,9.26,48.06,445.04,2026-02-21,GCP-BigQuery
